TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer
7106,4179,20/05/2023 00:00,Loan Payment,10810.56799,Loan,Business,Seville,37.3891,-5.9845,ATM,EUR,0,6.34,115.38,743,8888.93,,
7107,5538,02/04/2023 00:00,Fee,3631.763396,Mortgage,Business,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,319,4590.49,,
7108,3362,04/08/2023 00:00,Deposit,1234.774816,Checking Account,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,608,1049.73,,
7109,3224,16/12/2023 00:00,Loan Payment,1724.787494,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,162.06,528,3385.42,,
7110,7371,03/03/2024 00:00,Fee,3283.136221,Checking Account,Student,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,609,8793.99,,
7111,2726,09/07/2024 00:00,Loan Payment,5475.423553,Checking Account,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,125.33,358,3630.37,,
7112,6791,07/04/2023 00:00,Transfer,11296.70863,Mortgage,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,768,7140.56,,
7113,9073,08/05/2023 00:00,Loan Payment,14664.02845,Mortgage,Business,Malaga,36.7213,-4.4214,ATM,EUR,0,0,140.97,819,9164.07,,
7114,9458,17/08/2023 00:00,Deposit,3705.58291,Credit Card,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,3.9,0,0,728,4365.22,,
7115,8013,18/06/2023 00:00,Fee,2010.773115,Savings Account,Business,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,547,6026.01,,
7116,1837,08/08/2024 00:00,Transfer,8083.766777,Mortgage,Business,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,833,9884.49,,
7117,5584,03/09/2024 00:00,Loan Payment,8025.694906,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,30.58,0,29.22,388,2910.48,,
7118,1686,10/05/2023 00:00,Withdrawal,8210.634506,Loan,Business,Malaga,36.7213,-4.4214,ATM,EUR,0,63.61,0,843,5183.03,,
7119,1356,10/10/2024 00:00,Transfer,5605.529962,Credit Card,Business,Bilbao,43.263,-2.935,Online,EUR,26.9,0,0,498,5206.03,,
7120,5647,20/12/2023 00:00,Transfer,3234.629364,Savings Account,Gold,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,600,3591.48,,
7121,5418,31/10/2023 00:00,Deposit,4548.162766,Credit Card,Business,Bilbao,43.263,-2.935,Branch,EUR,41.33,0,0,471,4405.96,,
7122,7642,11/04/2025 00:00,Deposit,7426.884352,Credit Card,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,11.15,0,0,692,1407.34,,
7123,4391,19/08/2023 00:00,Loan Payment,1135.671057,Mortgage,Platinum,Bilbao,43.263,-2.935,Branch,EUR,0,0,39.86,800,7807.78,,
7124,5357,24/06/2024 00:00,Withdrawal,2541.493075,Savings Account,Platinum,Murcia,37.9847,-1.1287,Online,EUR,0,0,0,518,7253.8,,
7125,5879,27/01/2024 00:00,Transfer,7891.260861,Credit Card,Gold,Malaga,36.7213,-4.4214,Branch,EUR,29.5,0,0,355,8847.7,,
7126,6319,05/05/2025 00:00,Loan Payment,2364.45727,Checking Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,94.75,400,7272.69,,
7127,3739,29/02/2024 00:00,Card Payment,8251.231884,Credit Card,Platinum,Madrid,40.4168,-3.7038,ATM,EUR,49.26,0,0,435,7759.53,,
7128,5784,31/01/2023 00:00,Withdrawal,9722.654848,Loan,Standard,Madrid,40.4168,-3.7038,Mobile,USD,0,88.58,0,641,8801.23,,
7129,1877,27/01/2024 00:00,Loan Payment,7215.024935,Loan,Standard,Zaragoza,41.6488,-0.8891,Online,USD,0,86.9,35.41,514,5177.43,,
7130,3870,16/02/2024 00:00,Transfer,2473.649036,Credit Card,Business,Madrid,40.4168,-3.7038,Mobile,EUR,21.7,0,0,673,5487.67,,
7131,1292,07/04/2025 00:00,Loan Payment,8423.773834,Credit Card,Student,Zaragoza,41.6488,-0.8891,Online,EUR,22.09,0,98.47,750,9906.06,,
7132,9728,10/01/2024 00:00,Deposit,241.2593736,Checking Account,Business,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,601,5738.44,,
7133,3686,04/07/2024 00:00,Deposit,5799.532062,Credit Card,Platinum,Bilbao,43.263,-2.935,Branch,USD,31.92,0,0,659,5060.24,,
7134,1233,03/04/2025 00:00,Fee,11663.38049,Mortgage,Standard,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,646,9338.99,,
7135,3374,12/06/2024 00:00,Withdrawal,2423.784757,Savings Account,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0,0,0,692,8822.96,,
7136,3272,03/01/2023 00:00,Card Payment,809.0560065,Checking Account,Student,Malaga,36.7213,-4.4214,ATM,USD,0,0,0,808,9841.26,,
7137,1966,18/11/2023 00:00,Transfer,8159.043229,Credit Card,Business,Madrid,40.4168,-3.7038,Branch,EUR,33.68,0,0,355,6957.06,,
7138,1889,06/04/2024 00:00,Withdrawal,13546.68428,Mortgage,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,366,4290.24,,
7139,4863,18/09/2024 00:00,Deposit,5514.162935,Credit Card,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,10.47,0,0,701,4356.55,,
7140,7154,08/07/2024 00:00,Card Payment,6139.812831,Checking Account,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,714,8738.7,,
7141,4400,15/02/2025 00:00,Transfer,4765.330755,Checking Account,Student,Madrid,40.4168,-3.7038,ATM,USD,0,0,0,359,5753.01,,
7142,9226,10/03/2025 00:00,Fee,7123.416686,Loan,Business,Seville,37.3891,-5.9845,ATM,EUR,0,69.75,0,309,1951.13,,
7143,5542,19/05/2024 00:00,Deposit,1634.508194,Loan,Platinum,Malaga,36.7213,-4.4214,Mobile,USD,0,90.24,0,382,5141.76,,
7144,4523,12/09/2023 00:00,Deposit,4277.905732,Credit Card,Standard,Seville,37.3891,-5.9845,Online,EUR,38.9,0,0,382,4720.76,,
7145,2763,31/01/2024 00:00,Card Payment,3387.468611,Savings Account,Business,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,548,1629.14,,
7146,4291,29/04/2024 00:00,Withdrawal,6779.890649,Mortgage,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,815,6225.66,,
7147,3488,20/10/2024 00:00,Loan Payment,7675.164551,Loan,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,0,16.07,66.3,403,5636.44,,
7148,2558,23/05/2024 00:00,Withdrawal,11111.61618,Loan,Standard,Barcelona,41.3874,2.1686,Branch,EUR,0,48.68,0,352,9627.94,,
7149,5690,08/02/2025 00:00,Deposit,1829.895964,Savings Account,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,604,4618.91,,
7150,7121,19/03/2024 00:00,Withdrawal,6461.796115,Checking Account,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,658,4735.75,,
7151,3276,02/02/2024 00:00,Loan Payment,293.5951912,Credit Card,Business,Malaga,36.7213,-4.4214,Online,USD,32.12,0,22.33,435,5285.8,,
7152,5439,15/04/2023 00:00,Fee,8341.581657,Credit Card,Standard,Bilbao,43.263,-2.935,Branch,EUR,2.56,0,0,478,6568.95,,
7153,2103,17/03/2024 00:00,Transfer,1602.798101,Mortgage,Business,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,698,2898.27,,
7154,8520,10/02/2025 00:00,Deposit,1606.749964,Savings Account,Standard,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,497,1717.16,,
7155,6409,30/08/2024 00:00,Withdrawal,2563.520362,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,528,9864.96,,
7156,8869,30/12/2024 00:00,Deposit,3244.161553,Savings Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,409,5943.44,,
7157,3956,24/05/2024 00:00,Transfer,7432.643048,Checking Account,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,522,9094.22,,
7158,8710,09/05/2023 00:00,Withdrawal,1534.941804,Savings Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,801,6722.18,,
7159,7017,13/02/2023 00:00,Fee,672.6706533,Checking Account,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,669,3575.35,,
7160,4384,08/05/2025 00:00,Transfer,4493.299512,Credit Card,Standard,Malaga,36.7213,-4.4214,Branch,USD,37.13,0,0,685,4172.9,,
7161,1028,16/06/2024 00:00,Loan Payment,2697.474588,Checking Account,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,0,36.91,345,2423.89,,
7162,9897,04/10/2023 00:00,Loan Payment,5873.850301,Credit Card,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,10.28,0,106.54,804,8740.4,,
7163,8756,12/10/2023 00:00,Deposit,13750.52993,Mortgage,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,577,7209.52,,
7164,7948,22/03/2025 00:00,Loan Payment,3210.89117,Savings Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,90.28,407,4264.91,,
7165,6755,26/02/2023 00:00,Withdrawal,8618.643707,Mortgage,Student,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,392,7842.48,,
7166,4602,28/09/2023 00:00,Loan Payment,1231.24357,Savings Account,Student,Barcelona,41.3874,2.1686,Branch,EUR,0,0,164.73,747,3175.95,,
7167,6062,09/02/2025 00:00,Fee,3955.910914,Mortgage,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,386,9958.47,,
7168,9071,21/04/2023 00:00,Card Payment,5421.49982,Loan,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,0,14.38,0,318,6796.07,,
7169,8244,31/07/2023 00:00,Withdrawal,11067.99735,Loan,Student,Bilbao,43.263,-2.935,Online,EUR,0,53.15,0,604,1724.74,,
7170,7372,25/12/2023 00:00,Card Payment,4522.036128,Checking Account,Student,Valencia,39.4699,-0.3763,Branch,USD,0,0,0,753,8446.35,,
7171,8105,18/01/2024 00:00,Deposit,7377.734594,Mortgage,Gold,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,620,6769.69,,
7172,4581,14/11/2023 00:00,Deposit,2708.543315,Savings Account,Gold,Seville,37.3891,-5.9845,Online,EUR,0,0,0,402,9694.35,,
7173,3762,13/02/2024 00:00,Loan Payment,8157.086971,Credit Card,Standard,Valencia,39.4699,-0.3763,ATM,EUR,33.23,0,181.83,780,2946.34,,
7174,1572,04/05/2025 00:00,Loan Payment,5288.663735,Checking Account,Gold,Seville,37.3891,-5.9845,Online,EUR,0,0,169.06,439,9910.58,,
7175,8705,04/08/2023 00:00,Deposit,7232.541015,Checking Account,Business,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,537,3068.04,,
7176,1614,28/03/2023 00:00,Withdrawal,7228.322907,Loan,Standard,Bilbao,43.263,-2.935,ATM,EUR,0,18.94,0,815,9749.39,,
7177,5050,10/06/2023 00:00,Transfer,2932.793769,Mortgage,Student,Zaragoza,41.6488,-0.8891,ATM,USD,0,0,0,810,3420.63,,
7178,1325,13/04/2024 00:00,Deposit,293.6325048,Mortgage,Student,Bilbao,43.263,-2.935,Online,EUR,0,0,0,331,9583.89,,
7179,4740,25/01/2024 00:00,Fee,2478.150721,Checking Account,Platinum,Bilbao,43.263,-2.935,Mobile,USD,0,0,0,466,6040.69,,
7180,1358,21/06/2023 00:00,Withdrawal,790.5898637,Loan,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0,33.41,0,376,5963.84,,
7181,4777,26/11/2024 00:00,Transfer,3987.420991,Credit Card,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,49.44,0,0,656,6935.35,,
7182,6906,21/11/2024 00:00,Transfer,2343.000777,Loan,Gold,Madrid,40.4168,-3.7038,Online,EUR,0,87.31,0,570,9687.01,,
7183,2721,04/01/2024 00:00,Withdrawal,6042.03226,Mortgage,Student,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,322,9935.6,,
7184,2349,15/06/2024 00:00,Deposit,3910.598741,Credit Card,Student,Seville,37.3891,-5.9845,ATM,EUR,10.44,0,0,777,3520.13,,
7185,4696,02/05/2023 00:00,Transfer,2159.965017,Checking Account,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,637,8646.66,,
7186,4896,15/02/2024 00:00,Fee,6388.81564,Credit Card,Student,Murcia,37.9847,-1.1287,Branch,EUR,11.78,0,0,821,2374.09,,
7187,5260,18/07/2023 00:00,Card Payment,3384.290641,Checking Account,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,300,3471.15,,
7188,7941,21/06/2023 00:00,Withdrawal,11094.84162,Loan,Business,Madrid,40.4168,-3.7038,Mobile,EUR,0,59.87,0,441,5223.38,,
7189,4808,26/01/2023 00:00,Loan Payment,753.1984309,Credit Card,Student,Malaga,36.7213,-4.4214,Online,EUR,14.47,0,80.59,681,7103.92,,
7190,6246,02/05/2023 00:00,Card Payment,2051.156476,Savings Account,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,535,3531.62,,
7191,9384,05/01/2025 00:00,Deposit,11564.92189,Mortgage,Business,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,332,1369.75,,
7192,4845,27/12/2024 00:00,Withdrawal,3860.282542,Checking Account,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,319,4348.15,,
7193,3577,26/01/2025 00:00,Fee,9449.850685,Credit Card,Standard,Bilbao,43.263,-2.935,Online,EUR,14.66,0,0,342,7329.44,,
7194,1091,09/09/2024 00:00,Card Payment,1718.063971,Credit Card,Business,Malaga,36.7213,-4.4214,Mobile,EUR,15.39,0,0,431,4052.37,,
7195,5234,24/08/2024 00:00,Card Payment,1579.759553,Savings Account,Platinum,Malaga,36.7213,-4.4214,Online,USD,0,0,0,779,8139.04,,
7196,9672,10/04/2023 00:00,Transfer,1453.191407,Loan,Business,Seville,37.3891,-5.9845,Branch,EUR,0,47.68,0,434,9820.83,,
7197,7592,12/01/2024 00:00,Deposit,1234.460871,Savings Account,Standard,Murcia,37.9847,-1.1287,Online,EUR,0,0,0,715,4817.36,,
7198,9128,17/07/2023 00:00,Deposit,6581.438578,Credit Card,Business,Malaga,36.7213,-4.4214,Online,EUR,48.28,0,0,609,2324.05,,
7199,2075,04/10/2023 00:00,Withdrawal,7263.094695,Mortgage,Standard,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,379,9169.48,,
7200,3513,15/06/2024 00:00,Withdrawal,1593.420996,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,24.12,0,0,547,4298.26,,
7201,9168,09/04/2025 00:00,Fee,4648.264484,Credit Card,Gold,Madrid,40.4168,-3.7038,Online,EUR,25.03,0,0,425,2414.86,,
7202,7861,17/06/2023 00:00,Loan Payment,8290.171198,Credit Card,Student,Barcelona,41.3874,2.1686,Online,EUR,23.7,0,40.7,433,3226.16,,
7203,9990,28/05/2023 00:00,Withdrawal,2196.673247,Savings Account,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,529,3262.96,,
7204,1604,03/05/2023 00:00,Card Payment,70.83548699,Savings Account,Business,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,506,6160.64,,
7205,3979,18/02/2024 00:00,Withdrawal,435.645542,Checking Account,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,832,3553.52,,
7206,8140,21/04/2025 00:00,Withdrawal,3420.80043,Checking Account,Business,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,683,6087.34,,
7207,8065,11/02/2023 00:00,Fee,4629.241722,Checking Account,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,355,9187.61,,
7208,5916,12/05/2023 00:00,Transfer,8672.541375,Credit Card,Platinum,Bilbao,43.263,-2.935,Branch,EUR,37.42,0,0,781,4748.97,,
7209,7800,06/09/2024 00:00,Loan Payment,7657.386459,Checking Account,Gold,Barcelona,41.3874,2.1686,Online,USD,0,0,39.02,315,3384.02,,
7210,1597,29/05/2023 00:00,Fee,7645.034578,Checking Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,483,2159.74,,
7211,8320,05/10/2023 00:00,Withdrawal,6932.52685,Loan,Business,Malaga,36.7213,-4.4214,Branch,EUR,0,6.2,0,836,6274.85,,
7212,9705,21/12/2023 00:00,Transfer,183.036983,Savings Account,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,624,9307.66,,
7213,6622,26/07/2023 00:00,Withdrawal,1670.849243,Checking Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,448,5804.47,,
7214,2877,19/10/2024 00:00,Fee,2169.293767,Savings Account,Platinum,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,772,1472.5,,
7215,2699,03/04/2025 00:00,Deposit,13108.88025,Mortgage,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,713,6207.61,,
7216,6780,04/02/2025 00:00,Withdrawal,279.8285577,Loan,Platinum,Malaga,36.7213,-4.4214,Online,EUR,0,22.19,0,499,7336.99,,
7217,1716,19/01/2024 00:00,Transfer,7596.420557,Mortgage,Student,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,677,8695.19,,
7218,5086,30/04/2024 00:00,Loan Payment,3261.255646,Savings Account,Platinum,Madrid,40.4168,-3.7038,Online,EUR,0,0,102.45,784,8487.4,,
7219,1665,30/03/2025 00:00,Deposit,1441.260987,Savings Account,Business,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,579,7641.98,,
7220,8846,25/02/2023 00:00,Withdrawal,4713.779881,Mortgage,Platinum,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,435,2993.8,,
7221,7611,03/02/2024 00:00,Withdrawal,3033.689047,Checking Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,429,7822.3,,
7222,2079,25/07/2024 00:00,Transfer,3418.485092,Loan,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,22.85,0,689,3982.28,,
7223,9419,02/01/2025 00:00,Deposit,2183.5297,Savings Account,Platinum,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,607,9566.71,,
7224,9340,07/06/2023 00:00,Deposit,1554.589276,Credit Card,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,18.67,0,0,339,4753.17,,
7225,2069,03/07/2024 00:00,Deposit,2484.932722,Loan,Standard,Bilbao,43.263,-2.935,ATM,EUR,0,87.57,0,451,7289.99,,
7226,6263,14/07/2023 00:00,Withdrawal,567.6716294,Mortgage,Student,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,767,2323.65,,
7227,8951,27/06/2023 00:00,Deposit,2054.59824,Savings Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,386,2623.25,,
7228,2363,05/09/2024 00:00,Withdrawal,3529.708225,Savings Account,Platinum,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,758,2504.38,,
7229,5508,15/02/2024 00:00,Withdrawal,7548.979247,Mortgage,Standard,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,603,5254.09,,
7230,2755,11/04/2024 00:00,Card Payment,5195.107047,Credit Card,Student,Bilbao,43.263,-2.935,Branch,EUR,42.95,0,0,358,9591.29,,
7231,1519,25/01/2025 00:00,Deposit,4406.431878,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,29.51,0,0,654,7735.94,,
7232,6463,10/09/2023 00:00,Fee,2919.323906,Savings Account,Standard,Seville,37.3891,-5.9845,Online,EUR,0,0,0,792,1738.72,,
7233,8233,01/04/2025 00:00,Loan Payment,1797.003745,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,128.11,503,1087.11,,
7234,2102,23/04/2023 00:00,Loan Payment,2037.520892,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0.46,0,133.98,427,1958.86,,
7235,1597,15/02/2023 00:00,Fee,9214.190072,Credit Card,Gold,Seville,37.3891,-5.9845,Branch,EUR,21.91,0,0,723,5958.69,,
7236,4273,14/01/2024 00:00,Deposit,3516.535306,Checking Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,663,4772.81,,
7237,6781,09/01/2024 00:00,Withdrawal,8092.54024,Credit Card,Gold,Valencia,39.4699,-0.3763,ATM,EUR,32.06,0,0,650,9426.4,,
7238,7256,02/10/2024 00:00,Transfer,7150.01579,Checking Account,Business,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,313,5294.63,,
7239,8258,22/03/2024 00:00,Fee,9167.452052,Mortgage,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,0,0,0,586,4766.26,,
7240,9780,21/02/2025 00:00,Loan Payment,3718.639307,Loan,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,0,27.09,124.43,532,2916.95,,
7241,7554,22/03/2023 00:00,Loan Payment,8444.683772,Loan,Business,Madrid,40.4168,-3.7038,ATM,EUR,0,44.96,97.05,345,5880.93,,
7242,9002,06/06/2023 00:00,Withdrawal,6429.057394,Mortgage,Platinum,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,603,8174.56,,
7243,5846,02/01/2024 00:00,Loan Payment,9518.124087,Credit Card,Student,Bilbao,43.263,-2.935,Mobile,EUR,21.57,0,101.59,730,7294.09,,
7244,5798,09/02/2024 00:00,Loan Payment,10075.64087,Loan,Business,Malaga,36.7213,-4.4214,Branch,EUR,0,21.76,52.01,374,9009.07,,
7245,7605,24/03/2024 00:00,Withdrawal,12145.36275,Mortgage,Standard,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,758,5733.37,,
7246,3986,12/05/2024 00:00,Deposit,7314.505186,Loan,Business,Madrid,40.4168,-3.7038,Online,EUR,0,37.92,0,461,7669.39,,
7247,1400,09/04/2025 00:00,Card Payment,92.01259207,Credit Card,Standard,Barcelona,41.3874,2.1686,Branch,EUR,45.43,0,0,797,6120.37,,
7248,3855,27/10/2023 00:00,Loan Payment,6487.770935,Checking Account,Standard,Murcia,37.9847,-1.1287,Online,EUR,0,0,140.55,367,1750.74,,
7249,4412,11/10/2024 00:00,Card Payment,392.5678999,Mortgage,Platinum,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,834,6342.86,,
7250,1056,27/04/2023 00:00,Card Payment,1530.148296,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,0,70.73,0,399,3510.68,,
7251,9022,18/03/2023 00:00,Deposit,8204.839227,Credit Card,Gold,Barcelona,41.3874,2.1686,ATM,EUR,36.12,0,0,725,4391.08,,
7252,2875,11/03/2025 00:00,Transfer,2726.344917,Loan,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0,94.53,0,759,4503.02,,
7253,5543,08/02/2024 00:00,Deposit,8228.852293,Credit Card,Student,Bilbao,43.263,-2.935,ATM,EUR,16.46,0,0,697,7936.5,,
7254,5298,18/12/2024 00:00,Withdrawal,2319.290504,Credit Card,Gold,Madrid,40.4168,-3.7038,Online,USD,26.19,0,0,729,3980.62,,
7255,4768,06/07/2023 00:00,Withdrawal,7540.767908,Credit Card,Gold,Barcelona,41.3874,2.1686,ATM,USD,12.44,0,0,441,5976.63,,
7256,6752,30/03/2024 00:00,Withdrawal,5307.660347,Credit Card,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,17.01,0,0,365,9108.77,,
7257,5833,27/06/2024 00:00,Loan Payment,10002.65155,Mortgage,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,59.03,319,4698.2,,
7258,2353,23/07/2024 00:00,Fee,6536.539031,Checking Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,829,6255.51,,
7259,5987,06/07/2023 00:00,Loan Payment,14662.16596,Mortgage,Business,Zaragoza,41.6488,-0.8891,Mobile,USD,0,0,68.75,382,2371.66,,
7260,7597,06/11/2024 00:00,Deposit,1075.335318,Loan,Business,Valencia,39.4699,-0.3763,ATM,EUR,0,93.27,0,788,5844.26,,
7261,5311,29/01/2024 00:00,Transfer,10216.83774,Mortgage,Standard,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,442,4911.68,,
7262,3934,14/01/2024 00:00,Transfer,14285.54096,Mortgage,Platinum,Murcia,37.9847,-1.1287,Mobile,USD,0,0,0,499,4352.46,,
7263,1022,28/03/2024 00:00,Transfer,4648.975829,Loan,Business,Valencia,39.4699,-0.3763,Mobile,EUR,0,81.55,0,515,9465.92,,
7264,2209,14/04/2025 00:00,Card Payment,2607.705109,Checking Account,Gold,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,751,2697.51,,
7265,9940,05/09/2024 00:00,Transfer,10136.36333,Mortgage,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,419,3298.76,,
7266,1804,23/01/2025 00:00,Card Payment,3937.448382,Credit Card,Student,Valencia,39.4699,-0.3763,ATM,EUR,5.83,0,0,834,9824.21,,
7267,9325,02/07/2023 00:00,Fee,3207.145792,Mortgage,Standard,Malaga,36.7213,-4.4214,Branch,USD,0,0,0,440,4936.22,,
7268,5416,07/09/2024 00:00,Transfer,2015.257305,Loan,Business,Barcelona,41.3874,2.1686,Branch,EUR,0,83.45,0,495,5055.04,,
7269,9625,20/01/2024 00:00,Card Payment,1508.41109,Checking Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,578,6513.59,,
7270,6141,24/03/2023 00:00,Loan Payment,10498.58011,Mortgage,Student,Murcia,37.9847,-1.1287,Mobile,USD,0,0,105.14,618,9162.9,,
7271,5968,05/08/2023 00:00,Transfer,13689.6787,Mortgage,Business,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,775,5713.78,,
7272,4671,30/03/2023 00:00,Withdrawal,10010.20641,Loan,Standard,Zaragoza,41.6488,-0.8891,Branch,USD,0,48.24,0,399,8772.56,,
7273,8292,21/11/2023 00:00,Deposit,2238.408372,Savings Account,Student,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,510,7694.92,,
7274,8001,14/02/2023 00:00,Loan Payment,2639.049617,Savings Account,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,78.21,709,9183.48,,
7275,3098,29/04/2023 00:00,Fee,9246.18317,Mortgage,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,321,1819.61,,
7276,9444,04/12/2023 00:00,Loan Payment,5676.737751,Credit Card,Platinum,Murcia,37.9847,-1.1287,Mobile,EUR,1.46,0,11.53,375,7992.93,,
7277,6061,27/04/2025 00:00,Withdrawal,14430.62137,Mortgage,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,357,3120.32,,
7278,4264,20/11/2023 00:00,Transfer,4423.444467,Savings Account,Student,Seville,37.3891,-5.9845,Mobile,USD,0,0,0,565,4435.11,,
7279,6435,21/02/2025 00:00,Transfer,663.0012465,Mortgage,Gold,Zaragoza,41.6488,-0.8891,ATM,USD,0,0,0,443,9430.19,,
7280,9493,02/07/2023 00:00,Fee,8176.473487,Credit Card,Standard,Murcia,37.9847,-1.1287,Online,EUR,4.59,0,0,692,5865.09,,
7281,7691,23/09/2023 00:00,Deposit,896.3457518,Checking Account,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,715,3354.38,,
